190.612526	4	372.783163	3.325043	68	0	292.04	0	5.01
221.285476	5	372.844946	3.324492	79	0	0	0	0
277.105074	6	372.906729	3.323941	99	0	0	0	0
374.79839	7	372.968512	3.32339	134	0	0	0	0
536.633712	8	373.030295	3.32284	192	0	0	0	0
723.369946	9	373.092079	3.32229	259	0	0	0	0
946.116331	10	373.153862	3.32174	339	0	0	0	0
1196.427663	11	373.215645	3.32119	429	0	0	0	0
1451.94899	12	373.277428	3.32064	521	0	0	0	0
1754.441275	13	373.339211	3.320091	630	0	0	0	0
2087.105343	14	373.400994	3.319541	750	0	0	0	0
2377.574914	15	373.462777	3.318992	855	0	0	0	0
2595.375069	16	373.524561	3.318443	934	0	0	0	0
2860.064338	17	373.586344	3.317894	1030	0	0	0	0
3232.585329	18	373.648127	3.317346	1165	0	0	0	0
3657.249003	19	373.70991	3.316797	1319	0	0	0	0
4169.961691	20	373.771693	3.316249	1505	0	0	0	0
4812.063347	21	373.833476	3.315701	1738	0	0	0	0
5541.772324	22	373.895259	3.315153	2003	0	0	0	0
6347.839655	23	373.957043	3.314605	2296	0	0	0	0
7263.252666	24	374.018826	3.314058	2629	0	0	0	0
8425.811998	25	374.080609	3.31351	3052	0	0	0	0
9926.021946	26	374.142392	3.312963	3598	0	0	0	0
11658.39488	27	374.204175	3.312416	4229	0	0	0	0
13666.5053	28	374.265958	3.311869	4961	0	0	0	0
15856.16179	29	374.327741	3.311323	5760	0	0	0	0
18551.56924	30	374.389525	3.310776	6744	0	0	0	0
21564.71434	31	374.451308	3.31023	7845	0	0	0	0
25048.736	32	374.513091	3.309684	9119	0	0	0	0
28920.27156	33	374.574874	3.309138	10536	0	0	0	0
33452.77824	34	374.636657	3.308592	12196	0	0	0	0
38107.60335	35	374.69844	3.308047	13903	0	0	0	0
43032.38786	36	374.760223	3.307501	15711	0	0	0	0
47408.17621	37	374.822007	3.306956	17321	0	0	0	0
51266.23191	38	374.88379	3.306411	18744	0	0	0	0
53954.45028	39	374.945573	3.305866	19741	0	0	0	0
55289.62179	40	375.007356	3.305322	20244	0	0	0	0
55438.40049	41	375.069139	3.304777	20313	0	0	0	0
53726.96981	42	375.130922	3.304233	19700	0	0	0	0
51919.8658	43	375.192705	3.303689	19051	0	0	0	0
48971.52247	44	375.254489	3.303145	17982	0	0	0	0
44386.36367	45	375.316272	3.302601	16310	0	0	0	0
39456.92581	46	375.378055	3.302058	14509	0	0	0	0
35439.45077	47	375.439838	3.301514	13041	0	0	0	0
31205.01533	48	375.501621	3.300971	11491	0	0	0	0
26887.05441	49	375.563404	3.300428	9908	0	0	0	0
22778.61589	50	375.625187	3.299885	8400	0	0	0	0
18640.79095	51	375.686971	3.299343	6879	0	0	0	0
15088.33368	52	375.748754	3.2988	5572	0	0	0	0
11971.17005	53	375.810537	3.298258	4424	0	0	0	0
9561.482001	54	375.87232	3.297716	3536	0	0	0	0
7625.381957	55	375.934103	3.297174	2822	0	0	0	0
6180.764368	56	375.995886	3.296632	2289	0	0	0	0
4997.230037	57	376.057669	3.29609	1852	0	0	0	0
3998.72593	58	376.119453	3.295549	1483	0	0	0	0
3095.941947	59	376.181236	3.295008	1149	0	0	0	0
2323.678453	60	376.243019	3.294466	863	0	0	0	0
1765.069022	61	376.304802	3.293926	656	0	0	0	0
1242.203105	62	376.366585	3.293385	462	0	0	0	0
827.550101	63	376.428368	3.292844	308	0	0	0	0
536.990599	64	376.490151	3.292304	200	0	0	0	0
386.360259	65	376.551935	3.291764	144	0	0	0	0
302.971539	66	376.613718	3.291224	113	0	0	0	0
265.248037	67	376.675501	3.290684	99	0	0	0	0
246.319372	68	376.737284	3.290144	92	0	0	0	0
227.417346	69	376.799067	3.289605	85	0	0	0	0
213.889138	70	376.86085	3.289065	80	0	0	0	0
203.051677	71	376.922633	3.288526	76	0	0	0	0
189.559582	72	376.984417	3.287987	71	0	0	0	0
178.75441	73	377.0462	3.287449	67	0	0	0	0
173.296602	74	377.107983	3.28691	65	0	0	0	0
165.18221	75	377.169766	3.286372	62	0	0	0	0
159.741547	76	377.231549	3.285833	60	0	0	0	0
148.987515	77	377.293332	3.285295	56	0	0	0	0
146.224422	78	377.355115	3.284757	55	0	0	0	0
151.435472	79	377.416899	3.28422	57	0	0	0	0
138.054892	80	377.478682	3.283682	52	0	0	0	0
132.652158	81	377.540465	3.283145	50	0	0	0	0
129.908155	82	377.602248	3.282608	49	0	0	0	0
124.518641	83	377.664031	3.282071	47	0	0	0	0
127.079089	84	377.725814	3.281534	48	0	0	0	0
119.053419	85	377.787597	3.280997	45	0	0	0	0
116.326509	86	377.849381	3.280461	44	0	0	0	0
113.603391	87	377.911164	3.279924	43	0	0	0	0
113.524155	88	377.972947	3.279388	43	0	0	0	0
113.445016	89	378.03473	3.278852	43	0	0	0	0
100.183883	90	378.096513	3.278316	38	0	0	0	0
100.114118	91	378.158296	3.277781	38	0	0	0	0
102.677186	92	378.220079	3.277245	39	0	0	0	0
102.605759	93	378.281863	3.27671	39	0	0	0	0
97.276244	94	378.343646	3.276175	37	0	0	0	0
97.208646	95	378.405429	3.27564	37	0	0	0	0
91.890259	96	378.467212	3.275105	35	0	0	0	0
83.95563	97	378.528995	3.274571	32	0	0	0	0
89.140967	98	378.590778	3.274036	34	0	0	0	0
81.219228	99	378.652561	3.273502	31	0	0	0	0
89.017414	100	378.714345	3.272968	34	0	0	0	0
78.490368	101	378.776128	3.272434	30	0	0	0	0
73.206957	102	378.837911	3.271901	28	0	0	0	0
80.994474	103	378.899694	3.271367	31	0	0	0	0
75.716621	104	378.961477	3.270834	29	0	0	0	0
70.446055	105	379.02326	3.270301	27	0	0	0	0
73.004695	106	379.085043	3.269768	28	0	0	0	0
72.954284	107	379.146827	3.269235	28	0	0	0	0
78.111357	108	379.20861	3.268702	30	0	0	0	0
70.251729	109	379.270393	3.26817	27	0	0	0	0
70.203295	110	379.332176	3.267637	27	0	0	0	0
75.35158	111	379.393959	3.267105	29	0	0	0	0
67.510062	112	379.455742	3.266573	26	0	0	0	0
64.868838	113	379.517526	3.266042	25	0	0	0	0
67.417178	114	379.579309	3.26551	26	0	0	0	0
57.006079	115	379.641092	3.264978	22	0	0	0	0
64.735114	116	379.702875	3.264447	25	0	0	0	0
64.690648	117	379.764658	3.263916	25	0	0	0	0
59.474536	118	379.826441	3.263385	23	0	0	0	0
62.017801	119	379.888224	3.262854	24	0	0	0	0
59.392966	120	379.950008	3.262324	23	0	0	0	0
59.352254	121	380.011791	3.261794	23	0	0	0	0
56.732828	122	380.073574	3.261263	22	0	0	0	0
59.27098	123	380.135357	3.260733	23	0	0	0	0
59.230416	124	380.19714	3.260203	23	0	0	0	0
61.763376	125	380.258923	3.259674	24	0	0	0	0
56.577721	126	380.320706	3.259144	22	0	0	0	0
56.539062	127	380.38249	3.258615	22	0	0	0	0
48.795843	128	380.444273	3.258086	19	0	0	0	0
59.028333	129	380.506056	3.257557	23	0	0	0	0
53.858665	130	380.567839	3.257028	21	0	0	0	0
46.133093	131	380.629622	3.256499	18	0	0	0	0
51.224058	132	380.691405	3.255971	20	0	0	0	0
48.629709	133	380.753188	3.255442	19	0	0	0	0
51.154318	134	380.814972	3.254914	20	0	0	0	0
46.00756	135	380.876755	3.254386	18	0	0	0	0
53.638984	136	380.938538	3.253858	21	0	0	0	0
51.050023	137	381.000321	3.253331	20	0	0	0	0
51.015342	138	381.062104	3.252803	20	0	0	0	0
48.431667	139	381.123887	3.252276	19	0	0	0	0
48.398799	140	381.18567	3.251749	19	0	0	0	0
50.911548	141	381.247454	3.251222	20	0	0	0	0
50.877033	142	381.309237	3.250695	20	0	0	0	0
48.300432	143	381.37102	3.250168	19	0	0	0	0
43.186909	144	381.432803	3.249642	17	0	0	0	0
55.851111	145	381.494586	3.249116	22	0	0	0	0
50.739388	146	381.556369	3.248589	20	0	0	0	0
50.70508	147	381.618152	3.248064	20	0	0	0	0
50.670814	148	381.679936	3.247538	20	0	0	0	0
48.104759	149	381.741719	3.247012	19	0	0	0	0
40.481923	150	381.803502	3.246487	16	0	0	0	0
45.511434	151	381.865285	3.245961	18	0	0	0	0
42.954034	152	381.927068	3.245436	17	0	0	0	0
40.400076	153	381.988851	3.244911	16	0	0	0	0
40.372859	154	382.050634	3.244387	16	0	0	0	0
45.388885	155	382.112418	3.243862	18	0	0	0	0
47.878247	156	382.174201	3.243338	19	0	0	0	0
42.809617	157	382.235984	3.242813	17	0	0	0	0
45.297357	158	382.297767	3.242289	18	0	0	0	0
40.237263	159	382.35955	3.241766	16	0	0	0	0
37.697101	160	382.421333	3.241242	15	0	0	0	0
45.206158	161	382.483116	3.240718	18	0	0	0	0
50.195367	162	382.5449	3.240195	20	0	0	0	0
45.145539	163	382.606683	3.239672	18	0	0	0	0
45.115285	164	382.668466	3.239149	18	0	0	0	0
45.085066	165	382.730249	3.238626	18	0	0	0	0
40.048785	166	382.792032	3.238103	16	0	0	0	0
