3.592128	4.000000	418.280949	2.963367	2.000000	0.000000	292.010000	0.000000	5.010000
5.385577	5.000000	418.341753	2.962936	3.000000	0.000000	0.000000	0.000000	0.000000
0.000000	6.000000	418.402556	2.962506	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	7.000000	418.463359	2.962075	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	8.000000	418.524162	2.961645	0.000000	0.000000	0.000000	0.000000	0.000000
1.791716	9.000000	418.584966	2.961215	1.000000	0.000000	0.000000	0.000000	0.000000
3.581697	10.000000	418.645769	2.960785	2.000000	0.000000	0.000000	0.000000	0.000000
0.000000	11.000000	418.706572	2.960355	0.000000	0.000000	0.000000	0.000000	0.000000
-1.789117	12.000000	418.767375	2.959925	-1.000000	0.000000	0.000000	0.000000	0.000000
0.000000	13.000000	418.828179	2.959495	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	14.000000	418.888982	2.959066	0.000000	0.000000	0.000000	0.000000	0.000000
5.359581	15.000000	418.949785	2.958636	3.000000	0.000000	0.000000	0.000000	0.000000
0.000000	16.000000	419.010588	2.958207	0.000000	0.000000	0.000000	0.000000	0.000000
-1.784805	17.000000	419.071392	2.957778	-1.000000	0.000000	0.000000	0.000000	0.000000
3.567890	18.000000	419.132195	2.957349	2.000000	0.000000	0.000000	0.000000	0.000000
3.566172	19.000000	419.192998	2.956920	2.000000	0.000000	0.000000	0.000000	0.000000
5.346683	20.000000	419.253801	2.956491	3.000000	0.000000	0.000000	0.000000	0.000000
0.000000	21.000000	419.314605	2.956062	0.000000	0.000000	0.000000	0.000000	0.000000
3.561028	22.000000	419.375408	2.955633	2.000000	0.000000	0.000000	0.000000	0.000000
-1.779659	23.000000	419.436211	2.955205	-1.000000	0.000000	0.000000	0.000000	0.000000
-3.557609	24.000000	419.497014	2.954777	-2.000000	0.000000	0.000000	0.000000	0.000000
3.555901	25.000000	419.557818	2.954348	2.000000	0.000000	0.000000	0.000000	0.000000
7.108391	26.000000	419.618621	2.953920	4.000000	0.000000	0.000000	0.000000	0.000000
7.104983	27.000000	419.679424	2.953492	4.000000	0.000000	0.000000	0.000000	0.000000
5.326185	28.000000	419.740227	2.953065	3.000000	0.000000	0.000000	0.000000	0.000000
-3.549089	29.000000	419.801031	2.952637	-2.000000	0.000000	0.000000	0.000000	0.000000
-3.547391	30.000000	419.861834	2.952209	-2.000000	0.000000	0.000000	0.000000	0.000000
-3.545694	31.000000	419.922637	2.951782	-2.000000	0.000000	0.000000	0.000000	0.000000
-3.543999	32.000000	419.983440	2.951354	-2.000000	0.000000	0.000000	0.000000	0.000000
-3.542306	33.000000	420.044244	2.950927	-2.000000	0.000000	0.000000	0.000000	0.000000
1.770307	34.000000	420.105047	2.950500	1.000000	0.000000	0.000000	0.000000	0.000000
7.077848	35.000000	420.165850	2.950073	4.000000	0.000000	0.000000	0.000000	0.000000
5.305854	36.000000	420.226653	2.949646	3.000000	0.000000	0.000000	0.000000	0.000000
3.535550	37.000000	420.287457	2.949220	2.000000	0.000000	0.000000	0.000000	0.000000
7.067730	38.000000	420.348260	2.948793	4.000000	0.000000	0.000000	0.000000	0.000000
5.298273	39.000000	420.409063	2.948367	3.000000	0.000000	0.000000	0.000000	0.000000
8.826252	40.000000	420.469866	2.947940	5.000000	0.000000	0.000000	0.000000	0.000000
7.057643	41.000000	420.530670	2.947514	4.000000	0.000000	0.000000	0.000000	0.000000
8.817859	42.000000	420.591473	2.947088	5.000000	0.000000	0.000000	0.000000	0.000000
8.813669	43.000000	420.652276	2.946662	5.000000	0.000000	0.000000	0.000000	0.000000
5.285690	44.000000	420.713079	2.946236	3.000000	0.000000	0.000000	0.000000	0.000000
3.522121	45.000000	420.773883	2.945810	2.000000	0.000000	0.000000	0.000000	0.000000
1.760225	46.000000	420.834686	2.945385	1.000000	0.000000	0.000000	0.000000	0.000000
0.000000	47.000000	420.895489	2.944959	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	48.000000	420.956292	2.944534	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	49.000000	421.017096	2.944108	0.000000	0.000000	0.000000	0.000000	0.000000
-5.270676	50.000000	421.077899	2.943683	-3.000000	0.000000	0.000000	0.000000	0.000000
-1.756061	51.000000	421.138702	2.943258	-1.000000	0.000000	0.000000	0.000000	0.000000
-3.510461	52.000000	421.199505	2.942833	-2.000000	0.000000	0.000000	0.000000	0.000000
-3.508802	53.000000	421.260309	2.942409	-2.000000	0.000000	0.000000	0.000000	0.000000
-1.753572	54.000000	421.321112	2.941984	-1.000000	0.000000	0.000000	0.000000	0.000000
0.000000	55.000000	421.381915	2.941560	0.000000	0.000000	0.000000	0.000000	0.000000
-3.503835	56.000000	421.442718	2.941135	-2.000000	0.000000	0.000000	0.000000	0.000000
-1.751092	57.000000	421.503522	2.940711	-1.000000	0.000000	0.000000	0.000000	0.000000
-1.750267	58.000000	421.564325	2.940287	-1.000000	0.000000	0.000000	0.000000	0.000000
3.498884	59.000000	421.625128	2.939863	2.000000	0.000000	0.000000	0.000000	0.000000
3.497237	60.000000	421.685931	2.939439	2.000000	0.000000	0.000000	0.000000	0.000000
